tweet_1,tweet_2,Class,Conflict_Caio,Conflict_Victor
Vamos subir #AbortoNao .  STF quer aprovar medida em plena pandemia.,Boa noite. #AbortoNAO,1,0.0,0.0
"Bora subir, robozada?   #AbortoNao",Vamos erguer nossa voz #AbortoNAO,1,0.0,0.0
"Bora subir, robozada?   #AbortoNao",Ativando modo robô #AbortoNAO,1,0.0,0.0
Vamos subir #AbortoNao .  STF quer aprovar medida em plena pandemia.,Com certeza #AbortoNAO,1,0.0,0.0
"#AbortoNAO  Vc pode ser contra o aborto sendo homem, mulher o caraio a 4 Homem também fornece material genético pra formar a criança  Sim, somos contra o aborto CHORA",E depois fogem sem querer assumir #AbortoSim,1,1.0,1.0
STF quer aplicar a medida enquanto a gente não tá vendo!! #AbortoNao,STF vergonha nacional! #AbortoNao,1,0.0,0.0
Quem usa a #AbortoSim deveria dar o exemplo e SE abortar.   #AbortoNão,"A mãe de quem usa #abortosim deveria ter abortado ele,assim não estaria agora defendendo este crime.",1,0.0,0.0
"Complemento sua fala dizendo q em todos as cidades do Brasil, milhares de bairros tem postos de saúde. Lá encontram-se o PSF, onde são distribuídos preservativos, anticoncepcional, DIU, laqueadura, desde q os usuários sejam cadastros no sistema. Fica grávida quem quer #AbortoNAO","Ana perfeito é que aqui nem cabe muita coisa pra dizer, basta lembrar que ainda temos a pilula do dia seguinte além de tudo que citou, mais o prazer de assassinar dos esquerdistas é enorme, e esse STF é capaz de tudo. #AbortoNAO",1,0.0,0.0
A quantidade de mulheres q são  mortas por n terem uma condição  financeira alta é justamente por terem q se submeter a incerteza da morta e do medo.A falta de igualdade também se encontra aq.Mulheres com condições altas vivem msm opitando por um aborto saem ilesas #AbortoSim,"e já as de baixa renda tem q optar por essa incerteza de morrer ou viver ,ser pela vida é também entender isso ,até pq nenhum método contraceptivo é 100% seguro #AbortoSim",1,0.0,0.0
Vamos subir #AbortoNao .  STF quer aprovar medida em plena pandemia.,"As mesmas pessoas que gritam  na quarentena;  ""A Vida vale mais que o Dinheiro"" Querem matar inocentes  ABORTISTAS SÃO HIPÓCRITAS #AbortoNAO",1,0.0,0.0
"Os hipócritas de ""todas as vidas importam"" menos aquelas que estão se desenvolvendo no útero. Não quer filho não faça sexo sem camisinha ou então use métodos contraceptivos tem vários escolha um é bem mais fácil do que matar uma vida. #AbortoNAO",Verdade #AbortoNAO,1,0.0,0.0
Só quero saber quem foi o macho q subiu essa tag #AbortoNao pra eu meter uma bicuda na cara dle  Entendam sem útero sem opinião,"é facil falar #AbortoNao né, mas  pena que adoção não é fácil igual ir no supermercado e comprar arroz. mulheres que abortam tem seus motivos não só individuais,basta pesquisar o perfil destas mulheres. o aborto seguro deve ser sim um direito da mulher, e só ela deve opinar sobre",1,0.0,0.0
"Bora subir, robozada?   #AbortoNao",Vida sim #AbortoNAO,1,0.0,0.0
"Eu peço a quem for a favor do aborto, para refletir se sua mãe tivesse feito essa opção quando estivesse grávida de você... Não é possível um ser humano agir com tamanha covardia!  #AbortoNao",Duro é ver esta turma que grita em favor do aborto e choram pela morte de um cachorro. #AbortoNAO,1,0.0,0.0
A feminista acha mesmo que na cabeça das pessoas o homem que abandona o filho é bem visto. Só se for na cabeça de pertubada delas  #AbortoNAO,"Mas a mente delas é perturbada. Essas distorções que elas fazem é desonestidade pura. Geralmente elas também inventam que ""somente homens"" levantam tags contra o aborto, ignorando totalmente a opinião das mulheres que também são contra esse absurdo.  #AbortoNAO",1,0.0,0.0
#AbortoNAO chegando ao topo dos TT's.   Vamos pressionar o STF.,Sempre pela vida!!! #AbortoNAO,1,0.0,0.0
"Bora subir, robozada?   #AbortoNao",Bora!#AbortoNAO,1,0.0,0.0
Quem usa a #AbortoSim deveria dar o exemplo e SE abortar.   #AbortoNão,#AbortoNAO eu apoio,1,0.0,0.0
#AbortoNAO chegando ao topo dos TT's.   Vamos pressionar o STF.,#AbortoNAO !!!  Dória Não !!!  Globo Não !!!  Wilson witzel Não !!!,1,0.0,0.0
Vamos subir #AbortoNao .  STF quer aprovar medida em plena pandemia.,"Levei um susto,  com esse tal de aborto,  ainda bem existe  pensante  aqui neste  Brasil  #AbortoNAO",1,0.0,0.0
Quem usa a #AbortoSim deveria dar o exemplo e SE abortar.   #AbortoNão,"Dia 24/04 o STF promove a EUGENIA, votará pelo aborto de crianças com microencefalia, em meio a ""pandemia"".  #AbortoNAO  #STFVergonhaNacional  Meu corpo, minhas regras! Corpo do bebê, REGRAS DO BEBÊ!   Deixe o feto conquistar sua própria vida!",1,0.0,0.0
"HOMENS, calem vossas boquinhas que este assunto não lhes diz respeito! Vão aprender a lavar o pinto que é o melhor que vocês fazem! #AbortoNao #AbortoSim","Segundo o bozo muitos homens morrem pq não lavam o pinto, logo isso sim deveria ser preocupação deles. #abortosim",1,0.0,0.0
A defesa do #AbortoNao mata uma mulher a cada dois dias no Brasil. A médica Débora Campos contou ao Intercept como reduzir os riscos de um aborto inseguro – e nós resumimos as explicações em um conjunto de cards.,"Esse povo contra aborto são tão informados né? Tipo ""há é só usar camisinha"" como se a camisinha tivesse 100% de eficácia.Agr como sobre  aborto com pessoas que não sabem q nenhum método contraceptivo é 100% eficaz? #abortosim",1,0.0,0.0
Você é contra o aborto? Então senta o dedo nessa tag: #AbortoNao,#AbortoNAO  Eu nasci e quero que os bebês TB!,1,0.0,0.0
"O que a Bíblia fala sobre o aborto?  ""Antes que te formasse no ventre de sua mãe, Eu te conheci""  Jeremias 1.5 #AbortoNao",Aborto é assassinato. #AbortoNAO,1,0.0,0.0
Vamos subir #AbortoNao .  STF quer aprovar medida em plena pandemia.,Tá difícil! #AbortoNAO,1,0.0,0.0
"Tenho certeza que a galera do #AbortoNao nunca, NUNCA, parou pra ler do que se trata. Aborto é questão de saúde da mulher. Tem que ser discutido, mas como sempre querem cagar regra.",Saude é teu rab*. Aborto é assassinato !!  #AbortoNAO,1,1.0,1.0
Vamos começar a pressão ao STF já.  #AbortoNAO,O país sofrendo com mortos e o STF? #AbortoNAO,1,0.0,0.0
STF quer aplicar a medida enquanto a gente não tá vendo!! #AbortoNao,STF lixo . #AbortoNAO,1,0.0,0.0
STF quer aplicar a medida enquanto a gente não tá vendo!! #AbortoNao,"Nem pensar,  quem tinha que ter feito isso era a mãe  dele e não fez #AbortoNAO",1,0.0,0.0
"Bora subir, robozada?   #AbortoNao",#AbortoNAO Cansativo este Supremo e esta esquerda! Sempre fazendo afronta à sociedade brasileira!,1,0.0,0.0
#AbortoNAO chegando ao topo dos TT's.   Vamos pressionar o STF.,STF ouça a maioria do povo brasileiro que é Cristão e conservador! #AbortoNAO,1,0.0,0.0
"Bora subir, robozada?   #AbortoNao",Vamos!  STF LIXO!  #AbortoNao,1,0.0,0.0
STF quer aplicar a medida enquanto a gente não tá vendo!! #AbortoNao,"Independente se você tem religião ou não, o três direitos básicos são: vida, propriedade privada e liberdade. Se você é um liberal ou um libertário deveria ter esses valores em mente. #AbortoNAO",2,0.0,0.0
"Eu peço a quem for a favor do aborto, para refletir se sua mãe tivesse feito essa opção quando estivesse grávida de você... Não é possível um ser humano agir com tamanha covardia!  #AbortoNao","eu peço para que você faça mais por crianças já vivas e sofrendo de abandono e nas ruas, do que se preocupe com fetos que são simplesmente um amontoado de células",2,1.0,1.0
"Toffoli, um lacaio da OMS, pautou ADI do aborto durante o caos pandêmico.   O STF é uma VERGONHA! Só mesmo uma corte imoral e abjeta para concordar com essa sugestão criminosa da OMS, de assassinar inocentes para conter o víruschinês!  #AbortoNAO",vc é um homem cis q se sua namorada engravidar vc vai largar entao fica caladinho pq sem utero sem opiniao importante cara,2,1.0,1.0
"Médico pedófilo, Fábio Duarte, estava preso p/filmar partes íntimas d crianças. Foi posto em liberdade hj. A juíza, na decisão, disse q segue orientação do CNJ (Conselho Nacional d Justiça), Presidido p/D Toffoli.  O pedófilo estava preso p/3ª vez, p/mesmo crime. Alerta Nacional.","Difícil demais viver nesse País! A que ponto chegamos, meu Deus!  #AbortoNAO",2,0.0,0.0
#AbortoNao A hidroxicloroquina pode ter efeitos colaterais (como qualquer medicamento). Já os efeitos irreversíveis do aborto são certos.,"Primeiramente #foradoria segundamente nao somos bobos, chega de usar nosso dinheiro #SenadoPL149NÃO terceiramente qual o sentido de colocar aborto pra votar agora, se todos estao lutando pra viver?! #AbortoNAO  Muito trabalho pra gnt robozada",2,0.0,0.0
não acredito que ainda tenho que ficar lendo essas coisas...  será que nunca as mulheres vão ser respeitadas como merecem???? #AbortoSIM,O pior é ver mulheres defendendo esse tipo de ideia. Outro dia discuti com a sobrinha do meu cunhado que diz que quem é a favor do aborto é vagabunda e ainda a guria defende a pena de morte.,2,0.0,0.0
"Eu sou contra o aborto, o feto n tem nd a ver com a suas atitudes. Ele n tem como se defender.""A, mas e se a mulher for estuprada e engravidar"" GENTE A CRIANÇA NÃO TEM CULPA, nesse caso quem tem culpa é o estuprador, então tem q resolver os problemas em relação a ele! #AbortoNAO",quem aborta tem que morrer junto,2,0.0,0.0
"Bora subir, robozada?   #AbortoNao","Difícil acreditar nesse corona virus, ele somente pega em os envolvidos no golpe e pessoas que exploram a existência do virus, do resto nada, somente infectados sem nome e mortos sem corpos exceção daqueles que morreram e usaram como se fosse do corona. ou seja (virus xili-ling)",2,0.0,0.0
Antes um feto abortado do que mais uma criança morando nas ruas ou então nos indices de criminalidade. #AbortoSim,eu sigo as pessoas certas,2,0.0,0.0
Vamos começar a pressão ao STF já.  #AbortoNAO,#AbortoNão Estão aproveitando a história do virus para impor questões que os brasileiros não aceitam,2,0.0,0.0
E quando falha o método?,"Quando ""falha o método anticoncepcional""?  Existe uma coisa na vida chamada  ARCAR COM AS CONSEQUÊNCIAS DOS SEUS ATOS.  Já ouviu falar nisso?  #AbortoNAO",2,1.0,1.0
"A quem caberá decidir sobre a vida de um anjo? Não está se discutindo o direito da mulher interromper uma gravidez indesejada, pois se isso ela cometer a sua pena será “sui gêneris” . O que está se discutindo são  os lucros da clínicas de aborto que desejam faturar livremente.","A mulher tem direito sobre SUA vida e responsabilidade para cuidar e resguardá-la contra todo o mal; tem maior responsabilidade ainda para proteger a VIDA de OUTRO SER, principalmente, se este SER estiver sendo gestado em seu ventre! #AbortoNao",2,1.0,-1.0
"Uma mulher tem o direito de fazer o que ela achar melhor pra ela e não precisa da opinião de ninguém, e para os homens que subiram essa tag, é aquele ditado né, sem útero, sem opinião #AbortoNao",whoooooo? eu sou mulher e #AbortoNão eu ein pensasse antes de fazer filho :),2,1.0,1.0
Vamos subir #AbortoNao .  STF quer aprovar medida em plena pandemia.,"#AbortoNAO vc tem camisinha, pílulas etc",2,0.0,0.0
Vamos subir #AbortoNao .  STF quer aprovar medida em plena pandemia.,"#AbortoNao STF, representantes de Satã na terra!",2,0.0,0.0
", mais uma vez tentando legislar. O povo brasileiro não aceita isso. Aborto é sinônimo de matar. #AbortoNao",#AbortoNao Socialistas assassinos querendo fazer o que melhor sabem fazer. MATAR,2,0.0,0.0
"A destruição e depressão causadas pela grande mídia assolam o planeta. Jornalismo fúnebre: Grande mídia, a contadora de cadáveres. Qual é a doença do planeta, afinal?  #AbortoNao",Globolixo,2,0.0,0.0
"NINGUÉM gosta de aborto, acha maneiro e divertido ou tem vontade de fazer. Aborto é um último recurso, já é utilizado por milhões de mulheres todos os anos. A diferença é: Vamos deixar mulheres pretas e pobres morrendo em abortos mal feitos em clínicas clandestinas? #AbortoSim","Assim que eu penso também. Pessoalmente, sou contra o aborto. Se fosse mulher, não faria essa escolha.  A questão é que eu não sou uma mulher. Não tenho nem que opinar sobre o assunto.  E enquanto homens decidem pelas mulheres, elas morrem fazendo clandestinamente.",2,0.0,0.0
"“O aborto se vence com adoção. Quem não quiser as crianças, que as dê a mim. Não rejeitarei uma só delas. Encontrarei pais a elas. Ninguém tem o direito de matar uma vida que vai nascer: nem o pai, nem a mãe, nem o estado, nem o médico. Ninguém."" Madre T. de Calcutá.  #AbortoNAO",Só quero saber quem foi o macho q subiu essa tag #AbortoNao pra eu meter uma bicuda na cara dle  Entendam sem útero sem opinião,2,1.0,1.0
Vamos subir #AbortoNao .  STF quer aprovar medida em plena pandemia.,Abaixo o ativismo judicial! #AbortoNAO,2,0.0,0.0
"“Um país que aceita o aborto não está a ensinar os seus cidadãos a amar, mas a usar a violência para obterem o que querem. É por isso que o maior destruidor do amor e da paz é o aborto.” (Madre Teresa de Calcutá)   #AbortoNao",Aborto Destruidor do Amor e da Paz ! #AbortoNAO,2,0.0,0.0
GRAVIDEZ SURPRESA NÃO EXISTE  TREPA SEM PROTEÇÃO E ESPERA GANHAR O QUE?  UM PLEISTEICHON 4 PRA ELE E UM AIFONE 11 PRA ELA?  #AbortoNAO,"ok, vai tomar no cu",2,1.0,1.0
"Em plena epidemia do Covid-19, o STF quer aprovar o aborto no Brasil. Vamos subir a tag #AbortoNao.",STF é uma vergonha ao País. #AbortoNAO,2,0.0,0.0
STF quer aplicar a medida enquanto a gente não tá vendo!! #AbortoNao,Tudo na maciota.,2,0.0,0.0
É muita gente hipócrita e sem noção usando a #AbortoNAO a maioria homens eleitores do bozo e o resto que dão mais valor a um feto do que a vida de uma mulher. O corpo é MEU e absolutamente TUDO nele TAMBÉM É MEU a decisão é MINHA SIM portanto #AbortoSim,"Sem útero, sem opinião = Se a sua foto de perfil é de anime, a sua opinião não é válida  Ambos merda",2,1.0,-1.0
China critica decisão de Trump e pede volta do financiamento dos EUA à OMS,#AbortoNao Parabéns   por não financiar a Chinavirus por tabela.,2,0.0,0.0
"Aborto é a forma mais cruel de preconceito! Mata por puro egoísmo. #abortoNao   ""A Dinamarca e a Islândia, países em que 100% dos bebês com Síndrome de Down são exterminados mediante o aborto."" Isso é o progressismo.",Isso é tão triste mano,2,0.0,0.0
"eu digo #AbortoSim pq preferiria q minha mae tivesse me abortado ao invés de sumir  e meu pai só me ajuda um pouco, bem pouco, por obrigação e pq ele tem um salario fixo e q se tbm n ajudasse n faria diferença pra mim pq ganho o suficiente pra me manter","e agr ja sou de maior e ja terminei a escola mas quando minha mae resolveu sumir eu ainda era de menor e tava na escola, e só dei conta pq ja trabalhava  e isso é fichinha perto de muitas outras situações q muitas crianças passam",2,0.0,0.0
Vamos subir #AbortoNao .  STF quer aprovar medida em plena pandemia.,"Só pode ser absoluta mentira.... não é possível que o  vai vir com uma DESGRAÇA dessas em meio a zona que estamos vivendo!??????????   Isso sendo verdade, isso é de uma baixeza impossível de medir!  #AbortoNao",2,0.0,0.0
Vamos subir #AbortoNao .  STF quer aprovar medida em plena pandemia.,#AbortoNAO  nunca! #STFabortoNao,2,0.0,0.0
"Bora subir, robozada?   #AbortoNao","Esse ""stf"" é um chiqueiro (com todo respeito aos porcos) do foro de SP. #AbortoNAO",2,0.0,0.0
#AbortoNAO chegando ao topo dos TT's.   Vamos pressionar o STF.,Bora lá!!! #AbortoNAO,2,0.0,0.0
Você é contra o aborto? Então senta o dedo nessa tag: #AbortoNao,"#AbortoNAO   Passando da hora dos ministros laxantes, petralhas e abortistas do STF serem expulsos da nossa corte suprema",2,0.0,0.0
"Em plena epidemia do Covid-19, o STF quer aprovar o aborto no Brasil. Vamos subir a tag #AbortoNao.",Mas é Demais,2,0.0,-1.0
GRAVIDEZ SURPRESA NÃO EXISTE  TREPA SEM PROTEÇÃO E ESPERA GANHAR O QUE?  UM PLEISTEICHON 4 PRA ELE E UM AIFONE 11 PRA ELA?  #AbortoNAO,Eu prefiro o iPhone 11. #AbortoNAO,2,0.0,-1.0
"Engraçado que a maioria que está usando essa hashtag #AbortoNAO são homens.  #AbortoSIM, PAREM DE QUERER MANDAR NO NOSSO CORPO","Não quer ter filho, tira o útero.",2,1.0,1.0
#AbortoNAO chegando ao topo dos TT's.   Vamos pressionar o STF.,STF de merda #AbortoNAO,2,0.0,0.0
"Bolsominions estão revoltados pq STF pode permitir aborto de fetos com zika vírus. Imagine q 1 mulher está grávida de um bebê q, se não nascer morto, viverá apenas meses. Pq obrigá-la a prosseguir com a gravidez q pode por a vida dela em risco? Ela é q tem q decidir! #AbortoSim",A mulher decide. Ponto final! #AbortoSim,2,0.0,0.0
"Eu sou contra o aborto, o feto n tem nd a ver com a suas atitudes. Ele n tem como se defender.""A, mas e se a mulher for estuprada e engravidar"" GENTE A CRIANÇA NÃO TEM CULPA, nesse caso quem tem culpa é o estuprador, então tem q resolver os problemas em relação a ele! #AbortoNAO","Aborto não, suas piranha",2,0.0,0.0
"Bora subir, robozada?   #AbortoNao",#AbortoNao   Quarentena não é pra salvar vidas? Pq abortar uma vida?,2,0.0,0.0
"falando sobre aborto..a maior parte dos argumentos é que a mulher faz oq quiser com seu corpo e q a decisão não cabe ao homem, que o lugar de fala é dela, q os homens contra n podem opinar. pois então eu, mulher, digo que sou contra e não apoio o assassinato em nenhuma situação",É isso #AbortoNAO,2,0.0,0.0
GRAVIDEZ SURPRESA NÃO EXISTE  TREPA SEM PROTEÇÃO E ESPERA GANHAR O QUE?  UM PLEISTEICHON 4 PRA ELE E UM AIFONE 11 PRA ELA?  #AbortoNAO,Não existe método contraceptivo 100% eficaz.,2,1.0,1.0
"#AbortoNAO aí galera, criei um canal recentemente no youtube, dêem uma passadinha lá e se inscrevam, peço humildemente. o nome do canal é Thaiguwo, o link tá na minha bio. boa discussão",se inscrevam no canal do meu amigo gostoso,2,0.0,0.0
"O aborto tem q ser permitido, pra evitar q crianças cresçam em ambientes onde não são amadas, vivem passando necessidades e acabam sofrendo grandes traumas! Essa foto é de um bb q nasceu com o DIU na cabeça, nenhum modo de prevenção é 100%  #AbortoSim",E pra evitar tudo isso a gente mata a criança... Vai tomar no cu,2,1.0,1.0
#AbortoNao A hidroxicloroquina pode ter efeitos colaterais (como qualquer medicamento). Já os efeitos irreversíveis do aborto são certos.,"Para salvar vidas, não pode. Para a morte certa, pode. Quem explica?",2,0.0,0.0
"entendi, então o bebe que pegue seu corpo e desenvolva fora do corpo da mulher",Já terminou de tweetar # AbortoNao mulher branca favorável ao porte de armas????!!!!!,2,1.0,1.0
Pq tem homem querendo opinar sobre aborto?,Sim mn #AbortoSim sem mais... Cada um com seu cada um e vida q segue,2,0.0,0.0
LIBERA O CARAI DO ABORTO LOGO SEUS BANDO DE ARROMBADO PQP A VIDA É DA MINA E ELA QM DECIDE SE TEM CONDICOES FINANCEIRAS E PSICOLOGICAS PRA TER OU NAO O CARAI DO BEBE  #AbortoSim,é por isso que eu amo essa mulher gente,2,0.0,0.0
Diga sim a vida #AbortoNAO,Show da vida!!,2,0.0,0.0
Mandetta avisa equipe que será demitido e que Bolsonaro procura substituto,"Ótimo. Não dá para ficar com um insubordinado, seja em qualquer lugar. #BolsonaroTemRazão #AbortoNAO",2,0.0,0.0
